,chance_of_playing_next_round,chance_of_playing_this_round,dreamteam_count,element_type,id,now_cost,points_per_game,selected_by_percent,status,total_points,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
375,100.0,100.0,0,4,260,51,1.1,0.1,a,8,1.6,Muto,201,0,0,0,6,0,0,0,0,0,0,0,22,12.6,15.1,12.0,3.7
376,0.0,0.0,0,4,261,50,0.0,0.0,u,0,0.0,Joselu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
377,100.0,75.0,1,1,262,51,4.1,1.8,a,118,23.1,Dubravka,2610,0,0,9,41,0,0,0,0,0,116,7,578,847.8,0.0,0.0,84.9
378,100.0,100.0,0,1,263,43,0.0,0.1,a,0,0.0,Darlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
379,0.0,0.0,0,1,264,39,0.0,0.7,n,0,0.0,Woodman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
380,100.0,100.0,1,3,266,58,2.8,0.7,a,79,13.6,Almirón,2370,2,1,10,37,0,0,0,5,0,0,5,236,324.6,288.6,550.0,116.1
381,100.0,100.0,0,3,267,53,2.0,0.1,a,36,6.8,Atsu,732,0,3,3,14,0,0,0,2,0,0,0,102,121.0,186.7,55.0,36.3
382,0.0,0.0,0,3,268,47,1.3,0.0,u,4,0.9,Ki Sung-yueng,135,0,0,0,6,0,0,0,0,0,0,0,18,17.8,39.8,0.0,5.8
383,100.0,100.0,0,3,269,49,4.1,0.6,a,69,14.1,Shelvey,1339,5,0,6,18,0,0,0,2,0,0,9,290,397.8,409.2,215.0,102.4
384,100.0,100.0,0,3,270,50,1.8,0.3,a,37,7.4,Longstaff,1297,0,2,2,24,0,0,0,2,1,0,0,158,198.0,215.8,136.0,55.0
385,100.0,100.0,0,3,271,44,2.5,4.9,a,61,13.9,Hayden,1965,1,3,7,32,0,0,0,4,1,0,2,266,324.4,198.1,183.0,70.5
386,100.0,100.0,0,2,332,53,1.8,1.3,a,31,5.8,Rose,1242,0,0,3,19,0,0,0,6,0,0,0,201,212.8,201.5,42.0,45.8
387,100.0,100.0,0,4,466,55,2.1,0.9,a,61,11.1,Joelinton,2221,1,2,6,36,0,0,0,6,0,0,3,179,254.0,350.6,480.0,108.6
388,0.0,0.0,0,3,482,43,0.0,0.1,n,0,0.0,Colback,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
389,0.0,0.0,0,3,483,47,0.0,0.0,n,0,0.0,Murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
390,0.0,0.0,1,2,498,43,3.4,0.8,i,64,14.9,Willems,1492,2,2,3,24,0,0,0,0,0,0,6,283,345.4,196.0,198.0,74.1
391,0.0,0.0,0,3,499,48,0.0,0.0,n,0,0.0,Aarons,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
392,100.0,100.0,0,3,500,54,3.1,0.6,a,55,10.2,Saint-Maximin,1265,2,2,5,13,0,0,0,0,0,0,2,197,269.4,292.3,393.0,95.4
393,100.0,100.0,0,2,519,43,1.9,0.1,a,21,4.9,Krafth,561,0,0,2,12,0,0,0,0,0,0,0,107,77.2,12.1,32.0,12.2
394,100.0,75.0,0,4,520,54,1.9,0.1,a,25,4.6,Carroll,507,0,3,2,7,0,0,0,1,0,0,0,75,113.6,120.0,162.0,39.9
395,,,1,3,540,45,3.6,0.2,a,25,5.6,Matthew Longstaff,544,2,0,1,9,0,0,0,1,0,0,2,98,101.8,51.1,29.0,18.2
396,100.0,100.0,0,4,554,50,1.3,0.0,a,16,3.2,Gayle,377,0,1,2,6,0,0,0,1,0,0,0,32,44.2,44.6,153.0,24.0
397,,,0,1,573,40,0.0,0.1,a,0,0.0,Elliot,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
398,,,0,3,598,45,0.0,0.0,a,0,0.0,Allan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
399,0.0,0.0,0,2,599,39,0.0,0.1,n,0,0.0,Watts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
400,,,0,2,610,40,0.0,0.0,a,0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
401,,,0,3,612,49,1.7,0.0,a,5,1.0,Bentaleb,270,0,0,1,5,0,0,0,2,0,0,0,36,41.6,56.2,3.0,10.1
402,100.0,100.0,0,3,614,54,0.8,0.0,a,3,0.6,Lazaro,217,0,0,0,3,0,0,0,0,1,0,0,16,21.6,49.1,8.0,7.9
403,100.0,75.0,0,2,272,43,0.0,0.0,a,0,0.0,Klose,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
404,100.0,100.0,0,2,273,44,1.5,0.1,a,32,7.3,Godfrey,1834,0,0,3,39,0,0,0,2,1,0,0,331,427.6,20.8,92.0,54.3
405,100.0,100.0,1,2,274,43,2.1,1.3,a,58,13.5,Aarons,2430,0,2,5,48,0,0,0,6,0,0,3,384,409.0,330.1,210.0,95.0
406,100.0,100.0,0,2,275,44,2.3,0.0,a,35,8.0,Zimmermann,1295,0,1,3,21,0,0,0,2,0,0,1,234,312.2,15.5,62.0,39.1
407,100.0,100.0,1,2,276,44,2.2,0.3,a,41,9.3,Lewis,1495,1,0,3,33,0,0,0,2,0,0,3,277,314.8,139.9,110.0,56.5
408,100.0,100.0,0,2,277,41,1.5,2.8,a,23,5.6,Hanley,1261,0,0,2,25,1,0,0,4,0,0,1,214,318.8,3.6,76.0,40.0
409,100.0,100.0,2,4,278,65,4.5,12.8,a,127,19.5,Pukki,2481,11,3,6,47,0,0,0,3,0,0,21,415,537.0,335.0,1129.0,199.5
410,0.0,0.0,0,4,279,52,1.6,0.0,u,13,2.5,Srbeny,41,1,0,0,2,0,0,0,0,0,0,1,50,44.2,3.4,25.0,7.0
411,100.0,100.0,2,1,280,46,3.4,2.6,a,91,19.8,Krul,2430,0,0,5,45,1,2,0,4,0,95,10,510,776.0,0.0,0.0,77.6
412,,,0,1,281,41,5.5,6.1,a,11,2.7,McGovern,158,0,0,0,6,0,1,0,0,0,7,2,46,65.0,0.0,0.0,6.5
413,100.0,100.0,0,3,282,62,1.7,0.1,a,20,3.2,Vrancic,377,1,0,0,8,0,0,0,2,0,0,1,89,95.2,93.1,103.0,29.3
414,100.0,100.0,1,3,283,60,2.9,0.7,a,80,13.3,Buendía,2013,0,7,3,41,0,0,0,4,0,0,10,391,598.2,1049.0,325.0,197.5
415,100.0,75.0,0,3,284,53,1.9,0.1,a,33,6.2,Hernández,756,1,1,1,15,0,0,0,0,0,0,0,106,148.6,137.5,262.0,54.6
416,,,0,3,285,50,1.4,0.1,a,26,5.2,Stiepermann,928,0,0,1,24,0,0,0,4,0,0,0,78,92.2,155.7,255.0,50.4
417,100.0,100.0,0,3,286,48,2.2,0.2,a,62,12.9,McLean,2288,1,1,5,45,0,0,0,4,0,0,0,342,412.6,341.5,223.0,97.6
418,100.0,100.0,2,3,287,47,3.4,19.7,a,100,21.3,Cantwell,2067,6,2,6,41,0,0,0,4,0,0,10,368,480.0,434.8,616.0,152.6
419,100.0,100.0,0,3,288,43,1.8,0.2,a,16,3.7,Leitner,683,0,0,1,16,0,0,0,1,0,0,0,102,106.8,127.7,53.0,28.8
420,100.0,100.0,0,3,289,45,2.4,0.4,a,55,12.2,Tettey,1782,1,1,5,30,0,0,0,4,0,0,3,310,290.4,105.9,138.0,53.5
421,100.0,100.0,0,3,290,43,1.8,0.6,a,25,5.8,Trybull,1022,0,0,2,21,0,0,0,2,0,0,0,161,184.6,44.0,90.0,32.0
422,100.0,100.0,0,4,434,53,1.3,0.1,a,18,3.4,Drmic,215,1,0,0,3,0,0,0,0,0,0,0,47,45.4,24.3,175.0,24.4
423,0.0,0.0,0,3,435,50,1.0,0.0,n,3,0.6,Roberts,24,0,0,0,2,0,0,0,0,0,0,0,12,4.4,0.6,0.0,0.5
424,0.0,0.0,0,1,449,44,1.0,0.3,u,1,0.2,Fahrmann,21,0,0,0,1,0,0,0,0,0,1,0,6,4.0,0.0,0.0,0.4
425,100.0,0.0,0,2,454,43,1.9,0.1,a,32,7.4,Byram,1292,0,0,3,23,0,0,0,4,0,0,2,201,273.2,109.2,218.0,60.2
426,0.0,0.0,3,2,484,39,0.0,0.7,n,0,0.0,Heise,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
427,0.0,0.0,0,3,507,45,1.6,0.1,u,18,4.0,Amadou,756,0,0,1,20,0,0,0,1,0,0,0,122,177.2,18.3,31.0,22.7
428,,,0,4,538,44,1.3,0.1,a,4,0.9,Idah,68,0,0,0,3,0,0,0,0,0,0,0,12,3.0,1.5,4.0,0.9
429,,,0,1,551,40,0.0,0.1,a,0,0.0,Mair,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
430,0.0,0.0,0,2,552,39,0.0,0.1,n,0,0.0,Famewo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
431,,,0,3,601,47,2.7,0.1,a,19,4.0,Duda,577,0,1,3,7,0,0,0,0,0,0,0,102,108.0,237.3,85.0,43.0
432,,,0,3,602,45,1.7,0.0,a,10,2.2,Rupp,336,0,0,1,6,0,0,0,0,0,0,0,40,31.8,64.3,71.0,16.4
433,100.0,100.0,1,4,70,45,3.1,2.2,a,71,15.8,Mousset,1009,5,4,3,11,0,0,0,1,0,0,9,214,267.4,161.1,472.0,89.0
434,100.0,100.0,1,2,291,52,3.9,2.8,a,110,21.2,Stevens,2445,2,2,10,25,0,0,0,5,0,0,8,498,517.4,474.8,255.0,124.8
435,,,0,2,292,42,0.0,0.1,a,0,0.0,Freeman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
436,,,1,2,293,47,3.4,3.5,a,96,20.4,O'Connell,2520,0,1,10,25,0,0,0,3,0,0,6,483,507.2,228.0,236.0,97.2
437,,,1,2,294,51,4.1,11.2,a,115,22.5,Baldock,2520,2,4,10,25,0,0,0,6,0,0,7,456,435.8,320.5,192.0,94.9
438,100.0,100.0,0,2,295,46,3.5,2.4,a,94,20.4,Egan,2418,0,1,10,22,0,0,0,2,0,0,4,445,446.6,12.6,372.0,83.2
439,0.0,0.0,9,2,296,39,0.0,2.1,u,0,0.0,Stearman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
440,100.0,100.0,5,2,297,49,4.7,39.1,a,128,26.1,Lundstram,2065,4,4,9,20,0,0,0,4,0,0,15,463,421.4,345.2,393.0,116.3
441,100.0,100.0,1,4,298,56,2.2,0.5,a,40,7.1,Sharp,660,3,0,2,6,0,0,0,1,1,0,9,122,132.6,139.9,220.0,48.6
442,100.0,100.0,0,1,299,43,0.0,0.1,a,0,0.0,Eastwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
443,0.0,0.0,0,3,300,52,0.0,0.0,n,0,0.0,Duffy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
444,100.0,100.0,4,3,301,50,3.8,5.5,a,94,18.8,Fleck,2188,5,2,8,21,0,0,0,7,0,0,13,425,492.0,578.8,415.0,148.8
445,,,1,3,302,49,2.8,0.5,a,77,15.7,Norwood,2373,1,2,10,25,0,0,0,6,0,0,6,446,500.6,655.9,100.0,125.7
446,100.0,100.0,0,4,303,54,2.0,0.2,a,42,7.8,McGoldrick,1349,0,2,5,13,0,0,0,2,0,0,3,109,206.4,195.3,439.0,83.9
447,,,0,2,423,46,3.2,1.5,a,90,19.6,Basham,2432,0,0,10,25,0,0,0,4,0,0,4,457,499.4,143.5,91.0,73.7
448,100.0,100.0,0,1,436,43,1.0,0.1,a,1,0.2,Moore,90,0,0,0,3,0,0,0,0,0,2,0,9,7.8,0.0,0.0,0.8
449,,,0,3,441,50,1.2,0.1,a,11,2.2,Freeman,322,0,0,1,4,0,0,0,2,0,0,0,32,43.6,75.1,17.0,13.6
450,,,0,2,444,41,1.0,0.3,a,4,1.0,Jagielka,128,0,0,0,3,0,0,0,0,0,0,0,31,39.0,4.7,2.0,4.5
451,0.0,0.0,1,3,453,49,2.1,0.2,n,33,6.7,Callum Robinson,669,1,2,2,6,0,0,0,1,0,0,1,73,79.8,72.8,156.0,30.4
452,0.0,0.0,0,3,456,45,1.0,0.1,n,1,0.2,Morrison,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6,4.0,0.2
453,100.0,100.0,3,1,471,53,4.5,16.3,a,122,23.0,Henderson,2430,0,1,10,22,0,1,0,2,0,70,11,513,517.8,0.0,18.0,53.6
454,,,0,3,472,47,1.0,0.0,a,7,1.5,Osborn,126,0,0,0,0,0,0,0,0,0,0,0,33,28.4,26.1,8.0,6.3
455,100.0,100.0,0,4,501,57,2.2,0.2,a,58,10.2,McBurnie,1428,4,0,7,15,0,0,0,3,0,0,4,195,299.0,131.8,604.0,103.3
456,100.0,100.0,0,1,521,44,0.0,0.0,a,0,0.0,Verrips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
457,100.0,100.0,0,3,522,43,1.0,0.1,a,9,2.1,Bešić,243,0,0,0,2,0,0,0,2,0,0,0,40,34.2,21.5,29.0,8.5
458,,,0,4,547,44,1.0,0.1,a,1,0.2,Clarke,13,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.3,4.0,0.3
459,,,0,3,591,45,0.0,0.0,a,0,0.0,Rodwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
460,,,0,2,611,40,0.0,0.0,a,0,0.0,Jack Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
461,,,0,3,621,48,2.0,0.1,a,8,1.7,Berge,208,0,0,1,2,0,0,0,0,0,0,0,25,25.4,6.5,16.0,4.9
462,,,0,4,622,47,0.0,0.0,a,0,0.0,Zivkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
463,,,0,2,625,45,0.0,0.0,a,0,0.0,Retsos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
464,100.0,100.0,2,2,304,45,2.8,2.0,a,39,8.7,Vestergaard,1135,1,0,3,23,0,0,0,2,0,0,6,217,271.0,66.8,147.0,48.5
465,100.0,100.0,0,2,305,48,2.0,0.8,a,49,10.2,Bertrand,2022,1,1,4,45,0,0,0,3,1,0,0,302,323.0,443.0,181.0,94.8
466,100.0,100.0,0,2,306,46,1.2,0.1,a,11,2.4,Valery,644,0,1,0,19,0,0,0,1,0,0,0,71,99.2,41.4,73.0,21.3
467,100.0,100.0,0,2,307,44,2.3,0.8,a,62,14.1,Bednarek,2427,1,0,5,50,0,0,0,3,0,0,3,410,570.6,30.6,50.0,65.4
468,,,3,2,308,44,3.0,3.5,a,64,14.5,Stephens,1827,1,3,4,33,0,0,0,2,0,0,6,312,438.4,65.4,95.0,59.9
469,0.0,0.0,0,2,310,41,1.2,0.2,n,10,2.4,Yoshida,558,0,0,1,18,0,0,0,1,0,0,1,85,96.8,3.7,77.0,17.7
470,0.0,0.0,0,2,311,39,0.0,1.5,n,0,0.0,Ramsay,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
471,0.0,0.0,0,4,312,60,0.0,0.0,u,0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
472,,,2,4,313,71,4.8,29.2,a,140,19.7,Ings,1993,15,1,3,36,0,0,0,2,0,0,28,513,678.0,268.9,1135.0,208.1
473,100.0,100.0,0,4,314,49,1.9,0.2,a,28,5.7,Obafemi,479,2,0,2,10,0,0,0,1,0,0,2,97,95.8,75.1,144.0,31.3
474,100.0,100.0,1,4,315,47,2.8,2.5,a,53,11.3,Long,1131,2,3,3,19,0,0,0,0,0,0,4,133,163.4,237.7,471.0,87.4
475,0.0,0.0,0,4,316,45,0.0,0.0,u,0,0.0,Gallagher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
476,0.0,0.0,0,1,317,42,0.0,0.3,n,0,0.0,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
477,100.0,100.0,1,1,318,45,3.6,4.7,a,68,15.1,McCarthy,1710,0,0,4,27,0,1,0,0,0,58,5,338,474.8,10.0,0.0,48.4
478,,,1,1,319,42,2.9,1.4,a,29,6.9,Gunn,900,0,0,2,25,0,0,0,0,0,30,3,166,219.4,0.0,0.0,22.1
479,100.0,75.0,2,3,320,62,3.0,0.6,a,69,11.1,Redmond,1955,3,1,4,43,0,0,0,2,0,0,5,269,326.4,379.9,532.0,124.2
480,100.0,100.0,0,3,321,57,3.2,1.7,a,93,16.3,Ward-Prowse,2610,4,4,6,52,0,0,1,7,0,0,6,454,634.6,723.2,355.0,171.6
481,0.0,0.0,0,3,322,52,0.0,0.0,n,0,0.0,Elyounoussi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
482,100.0,100.0,0,3,323,52,2.8,0.3,a,58,11.2,Armstrong,1134,3,1,4,18,0,0,0,3,0,0,6,169,214.2,171.3,264.0,64.9
483,0.0,0.0,0,3,324,46,0.0,0.0,n,0,0.0,Lemina,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
484,100.0,100.0,0,3,325,48,2.4,0.4,a,66,13.8,Højbjerg,2447,0,3,6,48,0,0,0,5,0,0,1,352,425.4,433.0,301.0,116.0
485,100.0,100.0,0,3,326,44,0.0,0.0,a,0,0.0,Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
486,0.0,0.0,0,3,327,44,0.0,0.3,n,0,0.0,Slattery,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
487,,,0,3,328,43,1.6,1.5,a,36,8.4,Oriol Romeu,1308,0,0,3,32,0,0,0,3,0,0,0,203,238.8,162.7,41.0,44.3
488,100.0,100.0,0,2,337,44,1.5,0.5,a,6,1.4,Walker-Peters,313,0,0,0,6,0,0,0,0,0,0,0,53,65.4,44.1,18.0,12.9
489,,,0,4,437,53,1.8,0.3,a,39,7.4,Adams,718,0,3,3,12,0,0,0,0,0,0,0,95,66.8,137.6,214.0,40.9
490,0.0,0.0,1,3,438,52,2.2,0.1,s,40,7.7,Djenepo,920,2,2,2,14,0,0,0,4,1,0,3,151,224.4,153.4,252.0,62.9
491,0.0,0.0,0,2,485,42,0.0,0.0,n,0,0.0,Hoedt,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
492,100.0,100.0,0,3,508,55,1.7,0.1,a,33,6.0,Boufal,752,0,3,1,17,0,0,0,2,0,0,0,93,145.2,193.4,267.0,60.5
493,100.0,100.0,0,2,532,42,1.5,0.0,a,9,2.1,Danso,275,0,1,1,8,0,0,0,0,1,0,0,46,58.4,26.0,6.0,8.9
494,,,0,4,535,44,0.0,0.1,a,0,0.0,N'Lundulu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
495,,,0,1,548,40,0.0,0.2,a,0,0.0,Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
496,100.0,100.0,0,3,584,45,2.5,0.0,a,5,1.1,Smallbone,156,0,0,1,3,0,0,0,0,0,0,0,19,23.4,10.3,14.0,4.8
497,100.0,100.0,0,2,329,53,1.1,0.1,a,10,1.9,Davies,630,0,0,0,13,0,0,0,2,0,0,0,84,133.8,88.6,36.0,25.6
498,100.0,100.0,2,2,330,52,2.7,1.6,a,52,10.0,Vertonghen,1543,1,1,3,23,0,0,0,2,0,0,4,307,376.6,54.8,63.0,49.6
499,,,1,2,331,53,2.4,4.7,a,66,12.5,Alderweireld,2417,1,2,4,36,1,0,0,4,0,0,2,460,643.0,194.1,148.0,98.5
500,100.0,100.0,0,2,333,53,1.8,0.9,a,39,7.4,Sánchez,1890,0,1,2,31,0,0,0,5,0,0,1,340,447.4,26.7,66.0,54.1
501,0.0,0.0,0,2,334,55,0.0,0.1,u,0,0.0,Trippier,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
502,100.0,100.0,0,2,335,48,0.8,0.0,a,3,0.6,Foyth,66,0,0,0,3,0,0,0,1,0,0,0,9,18.6,12.5,0.0,3.1
503,100.0,100.0,1,2,336,49,3.5,5.7,a,85,17.3,Aurier,1909,1,6,5,27,1,0,0,1,1,0,11,460,532.8,419.8,207.0,116.0
504,100.0,75.0,2,4,338,108,5.2,8.5,a,104,9.6,Kane,1778,11,2,2,29,0,0,0,2,0,0,16,374,531.4,291.1,696.0,151.8
505,0.0,0.0,0,4,339,45,0.0,0.1,u,0,0.0,Janssen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
506,100.0,100.0,1,1,340,53,4.2,3.4,a,51,9.6,Lloris,998,0,0,2,14,0,1,0,0,0,50,6,239,367.2,0.0,0.0,36.8
507,,,1,1,341,42,3.2,2.0,a,58,13.8,Gazzaniga,1612,0,0,2,26,0,1,0,1,0,59,6,300,449.8,10.0,0.0,46.1
508,100.0,75.0,5,3,342,97,5.8,4.4,a,122,12.6,Son,1744,9,9,4,25,0,0,1,0,2,0,13,395,604.2,431.0,893.0,192.2
509,0.0,0.0,0,3,343,86,2.4,2.4,u,48,5.6,Eriksen,1090,2,2,1,18,0,0,0,5,0,0,6,205,262.4,348.9,225.0,83.3
510,100.0,100.0,2,3,344,83,5.2,4.8,a,114,13.7,Alli,1758,8,6,4,24,0,0,0,2,0,0,12,340,523.4,311.3,619.0,145.5
511,,,0,3,345,71,2.8,4.8,a,76,10.7,Lucas Moura,1675,4,3,3,23,0,0,0,2,0,0,1,243,379.6,359.2,615.0,135.2
512,100.0,100.0,1,3,346,57,2.9,1.1,a,50,8.8,Lamela,929,2,4,3,10,0,0,0,3,0,0,2,180,192.0,250.4,285.0,72.6
513,100.0,100.0,0,3,347,52,1.5,0.3,a,35,6.7,Winks,1589,0,0,3,27,0,0,0,8,0,0,0,265,265.4,246.7,63.0,57.5
514,0.0,0.0,0,3,348,47,0.5,0.1,u,1,0.2,Wanyama,24,0,0,0,2,0,0,0,1,0,0,0,5,1.2,0.9,0.0,0.2
515,100.0,75.0,0,3,349,48,2.5,1.2,a,49,10.2,Sissoko,1688,2,1,3,25,0,0,0,6,0,0,0,272,242.8,201.9,167.0,61.1
516,100.0,100.0,0,3,350,48,1.8,0.2,a,25,5.2,Dier,890,0,2,1,18,0,0,0,4,0,0,0,120,213.4,87.4,41.0,34.3
517,0.0,0.0,0,3,351,44,0.0,0.0,n,0,0.0,Amos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
518,,,0,3,352,43,1.0,0.7,a,4,0.9,Skipp,57,0,0,0,1,0,0,0,0,0,0,0,12,12.6,1.2,0.0,1.4
519,100.0,100.0,0,3,442,58,2.3,2.2,a,44,7.6,Ndombele,938,2,2,1,16,0,0,0,2,0,0,2,213,266.4,182.3,116.0,56.5
520,75.0,,0,4,509,43,1.0,0.8,d,2,0.5,Parrott,6,0,0,0,0,0,0,0,0,0,0,0,6,0.2,0.1,0.0,0.0
521,100.0,100.0,0,3,523,73,1.3,0.4,a,25,3.4,Lo Celso,867,0,0,3,11,0,0,0,5,0,0,0,123,168.0,270.4,110.0,54.8
522,100.0,100.0,0,3,524,54,1.5,0.1,a,9,1.7,Sessegnon,341,0,0,0,5,0,0,0,0,0,0,0,41,45.4,39.9,34.0,11.9
523,0.0,0.0,0,3,527,50,1.0,0.0,u,1,0.2,Nkoudou,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,18.0,1.8
524,,,0,1,543,40,0.0,0.5,a,0,0.0,Whiteman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
525,100.0,100.0,0,1,555,42,0.0,0.0,a,0,0.0,Vorm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
526,,,0,1,558,40,0.0,0.2,a,0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
527,,,0,2,583,41,2.8,2.5,a,17,4.1,Tanganga,525,0,0,2,7,0,0,0,1,0,0,0,100,134.4,17.2,20.0,17.1
528,,,0,3,605,47,1.0,0.0,a,4,0.9,Fernandes,40,0,0,0,0,0,0,0,0,0,0,0,14,11.6,27.0,6.0,4.5
529,100.0,75.0,0,3,615,74,4.4,1.4,a,22,3.0,Bergwijn,416,2,0,1,8,0,0,0,1,0,0,2,74,95.6,96.9,116.0,30.8
530,100.0,100.0,0,2,353,46,1.3,0.7,a,16,3.5,Holebas,1004,0,0,2,26,0,0,0,5,0,0,0,141,170.0,207.8,62.0,43.8
531,100.0,100.0,1,2,354,43,3.2,0.5,a,60,14.0,Kabasele,1575,0,1,7,19,0,0,0,1,2,0,4,293,348.8,23.9,98.0,47.3
532,100.0,100.0,0,2,355,43,2.8,0.3,a,48,11.2,Masina,1221,1,0,5,19,0,0,0,3,0,0,2,221,287.2,150.6,58.0,49.9
533,100.0,100.0,0,2,356,42,1.6,0.3,a,24,5.7,Mariappa,1226,0,0,3,25,1,0,0,2,1,0,1,168,190.2,71.5,32.0,28.7
534,100.0,100.0,0,2,357,42,1.9,0.4,a,36,8.6,Kiko Femenía,1524,0,0,4,29,0,0,0,5,0,0,0,263,258.0,223.0,40.0,52.2
535,100.0,100.0,1,2,358,43,2.8,3.3,a,76,17.7,Cathcart,2353,0,0,9,33,0,0,0,6,0,0,3,423,442.8,34.1,40.0,51.8
536,100.0,75.0,1,2,359,40,4.5,0.6,a,36,9.0,Janmaat,606,0,1,4,5,1,0,0,1,0,0,7,148,116.0,108.4,46.0,27.1
537,0.0,0.0,0,2,360,39,0.0,0.3,n,0,0.0,Navarro,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
538,0.0,0.0,9,2,361,39,1.0,1.1,u,1,0.3,Prödl,56,0,0,0,0,0,0,0,0,0,0,0,3,1.8,0.1,8.0,1.0
539,100.0,100.0,2,4,362,62,3.9,2.1,a,70,11.3,Deeney,1501,6,2,6,20,0,0,1,3,0,0,10,258,373.6,259.5,603.0,123.7
540,0.0,0.0,2,4,363,61,3.1,2.0,i,88,14.4,Deulofeu,2097,4,5,8,33,0,0,0,3,0,0,9,330,458.4,602.3,896.0,195.4
541,,,0,4,364,55,1.8,0.4,a,36,6.5,Gray,712,2,1,0,17,0,0,0,1,0,0,2,111,106.2,123.9,281.0,50.2
542,100.0,100.0,0,4,365,47,0.8,0.3,a,4,0.9,Success,65,0,0,0,3,0,0,0,1,0,0,0,8,6.2,13.6,17.0,3.7
543,,,1,1,366,49,3.8,4.2,a,111,22.7,Foster,2610,0,0,9,44,0,0,0,1,0,89,15,538,683.6,10.1,17.0,71.3
544,0.0,0.0,0,1,367,42,0.0,0.1,n,0,0.0,Dahlberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
545,100.0,100.0,1,3,368,56,3.3,2.9,a,93,16.6,Doucouré,2443,4,3,9,42,1,0,0,8,0,0,9,387,461.0,479.9,557.0,149.6
546,100.0,100.0,0,3,369,56,2.2,0.7,a,51,9.1,Pereyra,1320,3,0,4,17,0,0,0,3,0,0,0,169,217.6,253.3,287.0,75.7
