,chance_of_playing_next_round,chance_of_playing_this_round,dreamteam_count,element_type,id,now_cost,points_per_game,selected_by_percent,status,total_points,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
203,100.0,100.0,0,3,139,49,2.7,0.2,a,72,14.7,Kouyaté,1983,1,2,9,23,0,0,0,2,0,0,4,238,301.8,154.0,267.0,72.0
204,,,0,3,140,43,0.0,0.1,a,0,0.0,Dreher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
205,0.0,0.0,0,4,146,57,2.4,0.1,i,24,4.2,Tosun,462,2,0,2,6,0,0,0,0,0,0,1,86,89.0,63.4,229.0,37.7
206,100.0,100.0,2,3,157,43,1.3,0.8,a,31,7.2,McCarthy,1170,0,0,2,16,0,0,0,6,0,0,0,151,202.6,190.8,61.0,45.6
207,,,1,4,468,52,3.9,8.8,a,108,20.8,Ayew,2382,8,2,11,27,0,0,0,5,0,0,19,366,479.2,314.0,718.0,150.7
208,100.0,100.0,0,2,503,44,3.0,1.4,a,59,13.4,Cahill,1800,0,1,6,26,0,0,0,1,0,0,3,331,396.2,38.7,273.0,71.1
209,0.0,0.0,0,3,510,45,1.0,0.1,u,1,0.2,Camarasa,5,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0
210,100.0,100.0,0,3,539,45,1.5,0.0,a,15,3.3,Riedewald,608,0,0,0,7,0,0,0,0,0,0,0,89,93.2,38.4,25.0,15.7
211,,,0,1,556,40,0.0,0.4,a,0,0.0,Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
212,0.0,0.0,0,2,578,39,0.0,0.0,n,0,0.0,Woods,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
213,,,0,2,579,40,0.0,0.0,a,0,0.0,Mitchell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
214,,,0,3,580,45,1.0,0.0,a,1,0.2,Pierrick,7,0,0,0,0,0,0,0,0,0,0,0,5,4.4,21.0,2.0,2.7
215,0.0,0.0,0,4,581,45,0.0,0.0,u,0,0.0,Daly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
216,,,0,3,588,45,0.0,0.0,a,0,0.0,Kirby,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
217,0.0,0.0,0,3,608,45,0.0,0.0,n,0,0.0,McGregor,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
218,100.0,100.0,0,3,17,56,2.1,0.9,a,38,6.8,Iwobi,1162,1,0,1,26,0,0,0,0,0,0,2,168,186.6,279.9,293.0,76.0
219,100.0,100.0,3,2,141,57,3.2,11.1,a,83,14.6,Digne,2241,0,5,6,40,1,0,0,2,0,0,12,474,532.2,887.8,229.0,165.0
220,25.0,100.0,1,2,142,53,2.9,2.2,d,73,13.8,Mina,2085,2,1,5,36,1,0,0,3,0,0,8,380,486.0,76.4,405.0,96.7
221,100.0,100.0,0,2,143,52,2.5,1.9,a,55,10.6,Keane,1746,1,0,4,32,0,0,0,0,0,0,3,307,382.8,45.4,154.0,58.3
222,100.0,100.0,0,2,144,53,1.9,1.1,a,34,6.4,Coleman,1189,0,1,3,20,0,0,0,3,1,0,2,207,215.4,126.5,132.0,47.5
223,100.0,100.0,0,2,145,49,2.2,0.2,a,11,2.2,Baines,332,0,1,0,6,0,0,0,0,0,0,0,75,73.8,97.5,5.0,17.7
224,,,2,4,147,65,4.1,16.5,a,111,17.1,Calvert-Lewin,1904,13,1,5,35,0,0,0,7,0,0,15,377,529.0,211.8,1009.0,174.0
225,,,1,1,148,52,2.9,6.4,a,84,16.2,Pickford,2610,0,0,6,46,0,0,0,1,0,75,3,473,593.6,3.0,0.0,59.4
226,,,7,1,149,39,0.0,7.0,a,0,0.0,Stekelenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
227,100.0,100.0,2,3,150,83,4.9,12.4,a,133,16.0,Richarlison,2352,10,5,6,42,0,0,0,5,0,0,13,428,688.8,438.3,1025.0,215.4
228,100.0,100.0,0,3,151,73,2.7,2.4,a,69,9.5,Sigurdsson,1992,1,3,5,37,0,0,0,3,0,0,4,302,333.0,676.8,407.0,141.7
229,100.0,100.0,2,3,152,64,3.2,0.7,a,60,9.4,Bernard,1016,3,2,7,10,0,0,0,2,0,0,6,197,271.4,287.0,218.0,77.4
230,100.0,100.0,0,3,153,62,2.3,0.4,a,49,7.9,Walcott,1058,1,3,3,14,0,0,0,1,0,0,1,133,149.4,213.2,455.0,82.0
231,,,1,3,154,53,2.0,0.1,a,42,7.9,Davies,1365,1,1,3,26,0,0,0,7,0,0,3,160,192.4,94.9,219.0,50.8
232,0.0,0.0,0,3,155,50,0.0,0.0,u,0,0.0,Lookman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
233,0.0,0.0,0,3,156,50,0.0,0.0,u,0,0.0,Gueye,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
234,0.0,0.0,0,3,158,44,1.2,0.6,i,18,4.1,Schneiderlin,998,0,0,1,20,0,0,0,4,1,0,0,132,143.2,78.5,32.0,25.5
235,100.0,100.0,0,2,205,53,1.5,0.2,a,24,4.5,Delph,1187,0,0,2,24,0,0,0,3,1,0,2,202,183.0,146.7,24.0,35.4
236,100.0,100.0,0,3,422,52,1.5,0.3,a,16,3.1,André Gomes,786,0,0,2,13,0,0,0,5,0,0,0,93,69.0,100.2,25.0,19.5
237,0.0,0.0,0,2,477,42,0.0,0.1,n,0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
238,,,0,2,478,43,2.5,2.0,a,55,12.8,Holgate,1732,0,4,3,32,0,0,0,4,0,0,5,343,390.6,52.2,150.0,59.5
239,0.0,0.0,0,1,479,42,0.0,0.2,n,0,0.0,Lössl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
240,,,0,4,496,63,1.8,1.4,a,40,6.3,Kean,670,1,2,1,12,0,0,0,0,0,0,3,95,99.0,99.8,318.0,51.0
241,0.0,75.0,0,3,497,48,2.0,0.0,i,4,0.8,Gbamin,135,0,0,1,0,0,0,0,0,0,0,0,14,20.0,6.3,0.0,2.6
242,100.0,100.0,1,2,511,50,3.0,1.0,a,64,12.8,Sidibé,1638,0,4,4,29,0,0,0,3,0,0,9,343,421.0,318.3,111.0,84.9
243,100.0,100.0,0,3,557,45,0.0,0.0,a,0,0.0,Baningime,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
244,,,0,4,561,45,1.0,0.0,a,2,0.4,Gordon,59,0,0,0,0,0,0,0,0,0,0,0,7,3.4,7.5,14.0,2.4
245,,,0,4,570,45,1.0,0.0,a,3,0.7,Niasse,19,0,0,0,2,0,0,0,0,0,0,0,1,7.0,1.8,0.0,0.9
246,,,0,2,577,40,0.0,0.0,a,0,0.0,Cuco Martina,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
247,,,0,1,629,40,0.0,0.0,a,0,0.0,Virgínia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
248,0.0,0.0,3,2,159,63,4.4,12.7,i,123,19.5,Pereira,2520,3,2,10,27,0,0,0,1,0,0,11,568,738.0,446.5,235.0,141.9
249,100.0,100.0,1,2,161,55,4.1,8.4,a,94,17.1,Chilwell,2059,2,3,8,23,0,0,0,2,0,0,3,428,455.2,443.9,167.0,106.7
250,100.0,100.0,3,2,162,53,3.7,6.4,a,108,20.4,Evans,2574,1,2,10,28,0,0,0,5,0,0,10,576,621.6,80.3,296.0,99.9
251,,,0,2,163,42,3.0,0.3,a,24,5.7,Fuchs,634,0,0,2,6,0,0,0,0,0,0,2,119,131.2,47.7,18.0,19.7
252,,,1,2,164,49,3.7,15.9,a,103,21.0,Söyüncü,2520,1,1,10,27,0,0,0,4,0,0,9,577,637.6,69.0,205.0,91.4
253,100.0,100.0,0,2,165,41,1.1,0.6,a,9,2.2,Morgan,160,0,0,0,1,0,0,0,0,0,0,0,35,45.8,0.7,36.0,8.2
254,100.0,100.0,7,4,166,97,6.4,29.8,a,167,17.2,Vardy,2222,19,6,8,25,0,0,1,2,0,0,27,615,817.6,228.9,958.0,199.7
255,100.0,100.0,1,4,167,57,3.7,0.4,a,44,7.7,Iheanacho,579,3,4,1,7,0,0,0,1,0,0,5,139,184.8,142.3,360.0,68.6
256,,,1,1,168,54,4.1,14.3,a,119,22.0,Schmeichel,2610,0,0,10,28,0,1,0,2,0,81,6,552,696.4,10.0,0.0,70.7
257,,,0,1,169,42,0.0,0.1,a,0,0.0,Jakupovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
258,,,0,1,170,42,0.0,0.2,a,0,0.0,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
259,100.0,100.0,1,3,171,75,4.2,18.8,a,119,15.9,Maddison,2399,6,5,9,25,0,0,0,4,0,0,14,501,613.6,1171.8,634.0,242.0
260,100.0,100.0,2,3,172,62,4.1,4.4,a,112,18.1,Barnes,1705,6,8,7,16,0,0,0,0,0,0,8,336,457.4,437.9,745.0,164.1
261,0.0,0.0,0,3,173,51,0.0,0.0,n,0,0.0,Ghezzal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
262,,,0,3,174,51,1.9,0.2,a,27,5.3,Albrighton,476,0,3,1,7,0,0,0,1,0,0,1,121,126.4,164.4,64.0,35.5
263,100.0,100.0,0,3,175,50,1.7,0.2,a,24,4.8,Gray,409,1,2,0,4,0,0,1,1,0,0,0,80,109.2,114.3,156.0,37.8
264,100.0,100.0,0,3,176,50,2.9,1.7,a,67,13.4,Ndidi,1891,2,1,9,19,0,0,0,3,0,0,5,347,492.0,192.4,155.0,84.0
265,100.0,100.0,0,3,177,43,1.0,0.2,a,1,0.2,James,5,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.1,0.0,0.1
266,0.0,0.0,7,3,178,42,0.0,0.2,i,0,0.0,Amartey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
267,100.0,100.0,0,3,179,43,1.4,0.8,a,7,1.6,Mendy,200,0,0,0,3,0,0,0,0,0,0,0,53,37.0,34.8,9.0,8.1
268,100.0,100.0,0,3,180,43,1.9,0.8,a,30,7.0,Choudhury,777,1,1,3,10,0,0,0,2,1,0,0,139,175.0,66.8,83.0,32.5
269,,,4,3,265,62,4.4,8.4,a,110,17.7,Pérez,1578,7,5,7,17,0,0,0,0,0,0,9,329,471.4,351.3,646.0,147.1
270,100.0,100.0,0,2,404,48,1.9,0.3,a,21,4.4,Bennett,603,0,0,2,9,0,0,0,2,0,0,0,110,113.6,33.7,16.0,16.3
271,,,0,2,433,47,3.2,0.1,a,13,2.8,Justin,200,0,1,1,1,0,0,0,0,0,0,0,49,60.6,43.2,10.0,11.3
272,,,2,3,448,61,3.4,4.2,a,95,15.6,Tielemans,2148,3,5,9,24,0,0,0,1,0,0,5,393,431.6,560.7,386.0,138.0
273,0.0,0.0,9,3,480,42,0.0,0.3,n,0,0.0,King,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
274,,,0,3,517,53,2.3,0.1,a,48,9.1,Praet,961,1,3,2,10,0,0,0,2,0,0,3,188,174.2,131.7,177.0,48.1
275,0.0,0.0,0,2,597,39,0.0,0.0,n,0,0.0,Benkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
276,100.0,100.0,1,2,181,70,4.9,19.8,a,137,19.6,Robertson,2443,1,7,11,20,0,0,0,1,0,0,15,641,619.4,708.4,304.0,163.3
277,100.0,100.0,6,2,182,78,5.7,44.6,a,166,21.3,Alexander-Arnold,2549,2,14,11,21,0,0,0,4,0,0,18,727,822.2,1169.3,353.0,234.5
278,100.0,100.0,2,2,183,65,4.9,44.4,a,141,21.7,van Dijk,2610,4,1,12,21,0,0,0,1,0,0,12,631,739.0,116.2,355.0,120.9
279,100.0,100.0,0,2,184,53,4.0,5.1,a,76,14.3,Gomez,1277,0,0,10,5,0,0,0,3,0,0,7,332,270.0,80.5,8.0,35.9
280,100.0,100.0,0,2,185,52,4.1,1.1,a,33,6.3,Matip,631,1,0,2,5,0,0,0,0,0,0,4,143,192.4,20.9,35.0,25.0
281,100.0,100.0,0,2,186,53,1.9,0.2,a,17,3.2,Lovren,759,0,1,0,11,0,0,0,1,0,0,0,143,192.4,27.9,52.0,27.4
282,,,2,4,187,95,4.5,14.9,a,130,13.7,Firmino,2410,8,8,14,16,0,0,0,0,0,0,18,500,626.8,535.2,1392.0,255.6
283,100.0,100.0,1,4,188,51,2.4,2.4,a,52,10.2,Origi,513,3,3,1,10,0,0,0,0,0,0,6,185,164.8,99.3,173.0,43.7
284,100.0,100.0,1,1,189,62,4.5,9.3,a,89,14.4,Alisson,1733,0,1,10,12,0,0,0,0,1,45,6,408,377.0,10.0,0.0,38.8
285,0.0,0.0,0,1,190,45,0.0,0.0,u,0,0.0,Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
286,100.0,100.0,6,3,191,127,7.2,43.6,a,186,14.6,Salah,2243,16,6,14,15,0,0,0,1,0,0,23,541,834.4,637.9,1618.0,308.9
287,100.0,100.0,7,3,192,125,6.7,25.1,a,175,14.0,Mané,2077,14,9,9,18,0,0,0,2,0,0,22,520,791.6,580.8,970.0,234.4
288,100.0,100.0,0,3,193,62,2.7,0.7,a,56,9.0,Chamberlain,1096,3,0,7,7,0,0,0,1,0,0,2,195,229.2,235.2,309.0,77.2
289,0.0,0.0,0,3,194,63,2.3,0.2,i,14,2.2,Shaqiri,174,1,0,1,2,0,0,0,0,0,0,0,51,47.8,46.7,37.0,13.2
290,100.0,100.0,0,3,195,57,1.8,0.1,a,27,4.7,Lallana,371,1,1,1,5,0,0,0,1,0,0,1,97,107.2,68.8,74.0,25.1
291,100.0,100.0,1,3,196,58,2.8,0.2,a,25,4.3,Keita,365,1,1,3,2,0,0,0,1,0,0,3,102,144.8,124.2,118.0,38.7
292,100.0,100.0,0,3,197,54,2.2,1.0,a,45,8.3,Fabinho,1444,1,1,3,16,0,0,0,5,0,0,4,264,274.0,259.8,54.0,58.9
293,100.0,100.0,2,3,198,53,4.0,1.4,a,99,18.7,Henderson,1883,3,5,14,9,0,0,0,1,0,0,9,453,500.0,402.4,225.0,112.9
294,100.0,100.0,1,3,199,54,3.0,2.3,a,85,15.7,Wijnaldum,2321,3,0,11,18,0,0,0,0,0,0,5,388,348.4,239.8,299.0,88.8
295,100.0,100.0,1,3,200,53,2.5,0.5,a,45,8.5,Milner,758,2,2,4,7,0,0,0,3,0,0,3,176,213.4,136.0,100.0,45.1
296,0.0,0.0,0,3,201,45,0.0,0.0,u,0,0.0,Camacho,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
297,0.0,0.0,9,4,464,42,0.0,0.5,n,0,0.0,Brewster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
298,100.0,100.0,0,1,526,40,2.5,2.1,a,27,6.8,Adrián,873,0,0,2,10,0,0,0,1,0,18,0,136,131.4,0.0,0.0,13.2
299,,,0,1,530,42,0.0,0.0,a,0,0.0,Lonergan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
300,100.0,0.0,0,1,531,44,0.0,0.0,a,0,0.0,Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
301,100.0,100.0,0,3,550,45,1.0,0.0,a,1,0.2,Elliott,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
302,,,0,3,569,45,1.0,0.0,a,2,0.4,Jones,19,0,0,0,0,0,0,0,0,0,0,0,8,5.2,3.5,4.0,1.1
303,,,0,2,575,40,0.0,0.1,a,0,0.0,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
304,0.0,0.0,0,2,589,39,0.0,0.0,n,0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
305,,,0,3,590,60,1.0,0.0,a,3,0.5,Minamino,77,0,0,0,1,0,0,0,0,0,0,0,6,6.0,8.7,12.0,2.4
306,,,0,2,628,40,0.0,0.0,a,0,0.0,Hoever,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
307,100.0,100.0,0,2,202,63,3.1,2.0,a,22,3.5,Laporte,504,0,0,3,3,0,0,0,1,0,0,0,118,101.0,33.6,21.0,15.5
308,100.0,100.0,1,2,203,56,3.5,11.1,a,73,13.0,Walker,1807,1,2,7,22,0,0,0,4,0,0,4,391,307.4,265.4,132.0,70.7
309,100.0,100.0,0,2,204,55,3.5,1.1,a,49,8.9,Mendy,1114,0,2,5,12,0,0,0,2,0,0,2,267,204.0,317.0,81.0,60.4
310,100.0,100.0,0,2,206,52,2.6,2.3,a,31,6.0,Zinchenko,905,0,0,4,12,0,0,0,0,1,0,1,197,166.8,259.6,61.0,48.9
311,100.0,100.0,0,2,207,53,2.0,1.0,a,24,4.5,Stones,904,0,0,2,15,0,0,0,0,0,0,0,183,158.6,48.9,66.0,27.4
312,100.0,100.0,1,2,208,49,3.5,2.3,a,66,13.5,Otamendi,1413,2,1,5,19,0,0,0,3,0,0,6,311,362.2,60.3,300.0,72.1
313,0.0,0.0,0,2,209,50,0.0,0.0,u,0,0.0,Danilo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
314,100.0,100.0,4,4,210,118,5.6,17.5,a,124,10.5,Agüero,1394,16,4,5,18,0,0,1,1,0,0,14,490,639.6,254.4,1133.0,202.5
315,100.0,100.0,2,4,211,96,4.0,3.2,a,97,10.1,Jesus,1333,10,5,6,12,0,0,1,2,0,0,9,363,518.8,241.1,1119.0,187.5
316,100.0,100.0,0,1,212,60,3.3,11.7,a,82,13.7,Ederson,2171,0,0,9,27,0,0,0,3,1,50,2,406,429.6,3.0,0.0,43.0
317,100.0,100.0,0,1,213,47,2.8,0.3,a,11,2.3,Bravo,346,0,0,1,7,0,0,0,0,0,8,0,69,57.8,0.0,0.0,5.8
318,100.0,100.0,4,3,214,117,4.9,15.5,a,118,10.1,Sterling,2018,11,2,8,27,0,0,1,5,0,0,9,384,569.8,571.6,1334.0,247.5
319,100.0,100.0,6,3,215,106,6.8,45.7,a,178,16.8,De Bruyne,2148,8,18,12,20,0,0,0,2,0,0,23,715,955.4,1457.9,745.0,316.0
320,100.0,75.0,0,3,216,93,0.0,0.2,a,0,0.0,Sané,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
321,100.0,100.0,4,3,217,85,5.3,9.7,a,121,14.2,Mahrez,1382,7,10,6,11,0,0,0,0,0,0,14,481,601.2,667.9,778.0,204.7
322,100.0,100.0,2,3,218,77,3.6,8.7,a,86,11.2,Bernardo Silva,1492,5,5,6,22,0,0,0,5,0,0,5,394,479.4,517.5,749.0,174.4
323,100.0,100.0,3,3,219,73,4.7,4.1,a,90,12.3,David Silva,1252,3,9,7,12,0,0,0,0,0,0,8,355,385.4,512.3,623.0,152.0
324,100.0,100.0,0,3,220,51,1.4,0.4,a,19,3.7,Foden,353,0,1,0,6,0,0,0,0,0,0,0,83,85.0,148.2,121.0,35.4
325,100.0,100.0,0,3,221,51,1.9,0.7,a,44,8.6,Fernandinho,1995,0,0,9,23,1,0,0,6,1,0,1,329,466.0,104.6,135.0,70.6
326,100.0,100.0,0,3,222,52,2.1,1.3,a,52,10.0,Gündogan,1585,2,1,4,26,0,0,1,7,0,0,4,310,335.4,535.1,336.0,120.7
327,0.0,0.0,0,2,440,46,1.8,0.2,n,11,2.4,Angeliño,422,0,1,0,7,0,0,0,1,0,0,1,94,92.6,164.0,58.0,31.6
328,100.0,100.0,1,3,443,55,2.8,1.8,a,73,13.3,Rodrigo,1953,3,1,10,25,0,0,0,7,0,0,5,416,496.0,424.1,150.0,106.9
329,100.0,100.0,0,2,518,51,2.3,0.8,a,25,4.9,Cancelo,783,0,0,2,10,0,0,0,2,0,0,3,180,168.6,173.5,81.0,42.3
330,,,0,2,544,45,1.8,0.0,a,11,2.4,Garcia,269,0,0,1,5,0,0,0,0,0,0,0,59,59.4,5.5,0.0,6.4
331,,,0,1,562,40,0.0,0.1,a,0,0.0,Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
332,100.0,100.0,1,2,122,53,3.3,14.4,a,85,16.0,Wan-Bissaka,2330,0,2,7,28,0,0,0,5,0,0,12,477,579.4,338.1,90.0,100.9
333,100.0,100.0,1,2,160,53,3.1,10.8,a,89,16.8,Maguire,2610,1,0,8,30,0,0,0,4,0,0,5,499,613.2,167.6,335.0,112.0
334,0.0,0.0,0,2,223,52,0.0,0.1,n,0,0.0,Smalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
335,0.0,0.0,0,2,224,54,2.0,0.3,u,24,4.4,Young,953,0,0,2,10,0,0,0,5,0,0,0,158,155.6,316.6,18.0,49.1
336,100.0,100.0,1,2,225,53,3.0,1.2,a,79,14.9,Lindelöf,2340,1,0,7,27,1,0,0,5,0,0,7,434,431.0,62.1,73.0,56.6
337,100.0,100.0,0,2,226,54,2.6,0.8,a,46,8.5,Shaw,1233,0,0,5,11,0,0,0,5,0,0,2,261,263.0,222.0,122.0,60.5
338,0.0,0.0,0,2,227,48,1.0,0.1,n,3,0.6,Rojo,121,0,0,0,2,0,0,0,1,0,0,0,9,20.2,1.9,6.0,2.8
339,100.0,100.0,0,2,228,49,3.5,0.1,a,7,1.4,Bailly,102,0,0,1,0,0,0,0,0,0,0,0,31,31.4,0.7,0.0,3.2
340,100.0,100.0,0,2,229,49,1.0,0.1,a,4,0.8,Dalot,65,0,0,0,1,0,0,0,0,0,0,0,10,10.4,4.3,6.0,1.9
341,0.0,0.0,0,2,230,49,0.0,0.0,u,0,0.0,Darmian,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
342,100.0,100.0,0,2,231,47,1.0,0.2,a,2,0.4,Jones,135,0,0,0,3,0,0,0,0,0,0,0,22,21.4,3.0,23.0,4.7
343,0.0,0.0,0,4,232,85,0.0,0.3,u,0,0.0,Lukaku,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
344,100.0,75.0,4,4,233,88,6.1,9.6,a,134,15.2,Rashford,1876,14,5,4,23,0,0,2,2,0,0,26,494,677.0,379.4,965.0,202.3
345,100.0,100.0,0,4,234,43,2.4,11.5,a,53,12.3,Greenwood,644,5,0,1,9,0,0,0,0,0,0,7,211,231.8,119.1,281.0,62.8
346,100.0,100.0,1,1,235,53,3.6,11.4,a,103,19.4,de Gea,2610,0,0,8,30,0,0,0,2,0,75,7,464,542.8,0.0,0.0,54.1
347,,,0,1,236,46,0.0,0.2,a,0,0.0,Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
348,100.0,75.0,0,1,237,47,0.0,0.1,a,0,0.0,Grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
349,100.0,75.0,0,3,238,83,2.4,2.8,a,17,2.0,Pogba,521,0,2,1,5,0,0,1,0,0,0,0,80,130.2,215.6,118.0,46.5
350,100.0,100.0,2,3,239,80,5.3,12.9,a,122,15.2,Martial,1875,11,3,9,21,0,0,1,1,0,0,7,322,552.4,302.8,930.0,178.8
351,0.0,0.0,0,3,240,68,0.0,0.4,n,0,0.0,Sánchez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
352,100.0,100.0,0,3,241,63,1.2,0.7,a,25,4.0,Lingard,882,0,0,1,14,0,0,0,3,0,0,0,73,71.4,261.8,260.0,59.1
353,,,1,3,242,61,2.1,0.4,a,36,5.9,Mata,727,0,2,4,8,0,0,0,1,0,0,2,137,107.8,290.9,126.0,52.5
354,100.0,100.0,0,3,243,58,3.3,5.7,a,89,15.3,James,2166,3,6,7,27,0,0,0,3,0,0,2,293,401.4,401.9,572.0,137.4
355,,,0,3,244,53,1.8,0.4,a,46,8.7,Fred,2026,0,0,6,24,0,0,0,7,0,0,0,320,392.8,523.1,224.0,114.1
356,100.0,100.0,0,3,245,47,1.0,0.1,a,2,0.4,Gomes,19,0,0,0,1,0,0,0,0,0,0,0,7,4.2,24.8,2.0,3.1
357,,,0,3,246,48,2.5,0.4,a,58,12.1,Pereira,1442,1,3,6,16,0,0,0,3,0,0,1,190,239.2,418.7,343.0,100.3
358,100.0,100.0,0,3,247,48,2.8,0.4,a,33,6.9,Matic,958,0,1,6,8,0,0,0,1,0,0,2,161,202.2,158.2,53.0,41.2
359,100.0,100.0,0,3,248,49,3.2,1.1,a,64,13.1,McTominay,1545,3,2,2,18,0,0,0,2,0,0,6,266,379.6,214.8,301.0,89.5
360,,,0,3,249,43,1.0,0.6,a,3,0.7,Chong,34,0,0,0,0,0,0,0,0,0,0,0,6,1.4,1.1,6.0,0.7
361,,,0,3,250,43,1.0,0.2,a,1,0.2,Garner,8,0,0,0,1,0,0,0,0,0,0,0,3,2.2,2.8,0.0,0.5
362,100.0,100.0,0,2,481,44,1.4,0.1,a,7,1.6,Tuanzebe,187,0,0,0,3,0,0,0,0,0,0,0,30,17.6,6.2,0.0,2.4
363,,,1,2,549,42,3.2,5.3,a,39,9.3,Williams,758,1,1,4,9,0,0,0,5,0,0,1,167,142.6,155.1,74.0,37.2
364,,,2,3,618,86,7.6,17.0,a,38,4.4,Fernandes,447,2,3,4,1,0,0,0,1,0,0,6,112,192.4,172.2,142.0,50.6
365,,,0,4,624,65,1.0,0.8,a,4,0.6,Ighalo,31,0,0,0,0,0,0,0,0,0,0,0,7,15.4,11.6,88.0,11.5
366,100.0,100.0,0,2,251,53,3.0,0.2,a,30,5.7,Ritchie,712,0,0,5,8,0,0,1,3,0,0,0,137,118.2,260.4,129.0,50.7
367,100.0,100.0,0,2,252,50,2.9,1.2,a,53,10.6,Schär,1394,2,1,4,28,0,0,0,4,0,0,2,258,392.4,44.2,163.0,60.0
368,100.0,100.0,0,2,253,44,1.9,0.1,a,23,5.2,Yedlin,772,1,0,1,11,0,0,0,3,0,0,0,96,130.4,95.1,41.0,26.8
369,,,4,2,254,46,3.7,3.0,a,85,18.5,Fernández,1807,2,2,6,25,0,0,0,4,0,0,13,375,549.6,63.2,173.0,78.5
370,100.0,0.0,0,2,255,43,2.8,0.2,a,44,10.2,Dummett,1227,0,0,5,20,1,0,0,2,0,0,4,230,265.2,63.1,50.0,37.7
371,100.0,100.0,1,2,256,43,3.2,0.1,a,42,9.8,Manquillo,961,0,1,5,12,0,0,0,4,0,0,4,175,150.2,64.8,34.0,25.0
372,100.0,100.0,1,2,257,44,4.0,0.1,a,24,5.5,Lejeune,440,2,0,1,10,0,0,0,0,0,0,1,88,132.0,12.6,81.0,22.5
373,100.0,100.0,1,2,258,43,3.4,4.5,a,64,14.9,Lascelles,1630,1,0,7,25,0,0,0,2,0,0,3,301,313.8,16.3,113.0,44.4
374,100.0,0.0,1,2,259,43,3.5,0.2,a,49,11.4,Clark,1186,2,0,4,14,0,0,0,3,0,0,2,216,331.4,14.9,128.0,47.6
